OID_,LSOA21CD,povertyweight,400tram_ratio,400bus_ratio,metroPointCount,busPoint_Count,Index_of_M_1,IMD_rank,sapelsoapopulationdensity,populationdensity20222024_csv_Mid_2024__Population_1,populationdensity2024,Total_population,F65,M65,NQPDE400,BtE400,TPD400,400tramsum_Area_SQUAREMETERS,Unnamed: 19,access,access_gap,65ratio,olderratio,Cent_norm,popdense_normalised,popdense,400tramsum_Area_SQUAREMETERS_1,400bussum_Area_SQUAREMETERS,vul_str,vul_ser,vul_pop,Vul_sum,Exp_flag,Vul_type
899,E01004863,0,0,0.408741416,0,13,622,1,0.29,1597,5588,1597,110,95,0.001975389,0.333333343,1,0,,0.286118991,0.713881009,0.128365686,0.091637825,0.001229098,0.146630237,5506.896552,0,116771.2891,0,1,0,1,0,1
900,E01005641,-0.1,0,0,0,6,5043,2,0.24,1298,5361,1298,192,146,0,0,0,0,,0,1,0.260400616,0.234360555,0,0.078551913,5408.333333,0,0,1,1,0,2,0,2
901,E01006333,-0.1,0,0.504869096,0,25,3436,2,0.39,2428,6183,2428,184,143,0.013096895,3.055466652,0.784904361,0,,0.353408367,0.646591633,0.134678748,0.078373936,0.00814896,0.335837887,6225.641026,0,198079.3931,0,1,0,1,0,1
902,E01005579,0,0,0.182714931,0,5,939,1,0.36,2027,5581,2027,70,48,0.001859244,0.333333313,0.99999994,0,,0.127900452,0.872099548,0.05821411,0.050768499,0.001156832,0.244535519,5630.555556,0,66349.46927,0,1,0,1,0,1
903,E01005262,-0.1,0.171852936,0.39658292,1,4,6486,2,0.28,1824,6625,1824,112,102,0.002495199,0.333333343,1,47305.13642,,0.329163925,0.670836075,0.117324561,0.070834993,0.001552527,0.198315118,6514.285714,47305.13642,109165.4854,0,0,0,0,0,0
904,E01005490,-0.2,0,0,0,4,7514,3,0.86,1482,1720,1482,65,68,0,0,0,0,,0,1,0.08974359,0.071794872,0,0.120446266,1723.255814,0,0,1,1,0,2,0,2
905,E01005376,0,0.119323884,0.495184857,0,7,2119,1,0.44,1485,3390,1485,117,87,0.001868332,0.333333373,1,52260.79606,,0.382426565,0.617573435,0.137373737,0.084838371,0.001162486,0.121129326,3375,52260.79606,216878.2473,0,0,0,0,0,0
906,E01005967,0,0,0.366060544,0,5,3240,1,0.27,1448,5415,1448,151,142,0.003063119,0.333333343,1,0,,0.256242381,0.743757619,0.202348066,0.150497916,0.001905889,0.112704918,5362.962963,0,97867.63795,0,1,0,1,0,1
907,E01032912,-0.1,0.209663905,0.521100734,0,18,4720,2,0.62,3302,5289,3302,120,106,0.002533517,0.333333343,1,130888.2403,,0.427669685,0.572330315,0.068443368,0.035254993,0.001576368,0.534836066,5325.806452,130888.2403,325310.9213,0,0,0,0,0,0
908,E01005766,-0.1,0,0.653061848,0,14,4730,2,0.3,2010,6713,2010,104,113,0.011809647,2.116954565,0.259912461,0,,0.457143294,0.542856706,0.107960199,0.052746226,0.007348027,0.240664845,6700,0,195588.59,0,1,0,1,0,1
909,E01004998,-0.6,0,0.151539132,0,4,21317,7,0.51,1706,3376,1706,241,201,0.002356509,0.333333343,1,0,,0.106077392,0.893922608,0.25908558,0.092640983,0.001466233,0.171448087,3345.098039,0,76589.36797,0,1,0,1,0,1
910,E01004978,-0.2,0,0.182332027,0,8,7787,3,0.35,1868,5274,1868,126,105,0.000601022,0.333333343,1,0,,0.127632419,0.872367581,0.12366167,0.086302746,0.000373959,0.208333333,5337.142857,0,64564.78685,0,1,0,1,0,1
911,E01004979,0,0,0.14310941,0,8,654,1,0.68,2002,2952,2002,79,87,0.000601022,0.333333343,1,0,,0.100176587,0.899823413,0.082917083,0.074610733,0.000373959,0.238843352,2944.117647,0,97029.16961,0,1,0,1,0,1
912,E01006105,0,0,0.119005664,0,12,895,1,0.67,1883,2807,1883,107,90,0.00048553,0.333333343,1,0,,0.083303965,0.916696035,0.104620287,0.095905002,0.000302099,0.211748634,2810.447761,0,79822.88176,0,1,0,1,0,1
913,E01005433,0,0.09185957,0.329288105,1,26,254,1,0.58,2835,4889,2835,82,56,0.003543034,0.333333373,1,53270.40802,,0.258059545,0.741940456,0.048677249,0.03611562,0.002204495,0.428506375,4887.931034,53270.40802,190957.912,0,0,0,0,0,0
914,E01006162,-0.9,0.03922196,0.248972711,0,3,31268,10,0.32,1667,5182,1667,145,109,0.003199913,0.333333284,0.99999994,12618.7669,,0.186047486,0.813952514,0.152369526,0.012402156,0.001991003,0.162568306,5209.375,12618.7669,80101.26531,0,0,0,0,0,0
915,E01004987,0,0.002011362,0.12340676,0,2,2110,1,0.27,1354,4931,1354,154,113,0.002661345,0.333333343,1,552.2356215,,0.086988141,0.913011859,0.197193501,0.180040005,0.001655903,0.091302368,5014.814815,552.2356215,33882.32429,0,0,0,0,0,0
916,E01033994,-0.6,0.261606455,0.188115605,0,1,23390,7,0.04,1524,37080,1524,8,14,0.014953303,3.333333254,0.785714269,10759.57663,,0.21016286,0.78983714,0.014435696,0.004560739,0.009304027,0.130009107,38100,10759.57663,7736.981354,0,0,0,0,0,0
917,E01005257,0,0.031095408,0.400624858,0,19,502,1,1.73,2297,1329,2297,104,101,0.025283791,5.333333969,1.092857242,53746.56032,,0.289766023,0.710233977,0.089246844,0.063386141,0.015731714,0.306010929,1327.745665,53746.56032,692456.2009,0,0,0,0,0,0
918,E01005495,-0.3,0,0.10459488,0,14,10460,4,0.64,1813,2850,1813,220,209,0.001743177,0.333333343,1,0,,0.073216416,0.926783584,0.236624379,0.153509713,0.001084614,0.195810565,2832.8125,0,66540.42558,0,1,0,1,0,1
919,E01006372,-0.9,0,0.224857119,0,13,32187,10,0.8,1605,2019,1605,272,226,0.002143849,0.333333343,1,0,,0.157399983,0.842600017,0.310280374,0.026144225,0.001333915,0.14845173,2006.25,0,178742.3442,0,1,0,1,0,1
920,E01006330,-0.7,0,0.151530628,0,10,25709,8,0.37,1556,4237,1556,251,213,0.001633912,0.333333343,1,0,,0.10607144,0.89392856,0.298200514,0.079970987,0.001016629,0.137295082,4205.405405,0,55640.10213,0,1,0,1,0,1
921,E01005751,-0.4,0,0.291091082,0,5,15583,5,0.23,1438,6201,1438,124,122,0.004004878,0.333333373,1,0,,0.203763757,0.796236243,0.171070932,0.081727726,0.002491857,0.110428051,6252.173913,0,67502.60454,0,1,0,1,0,1
922,E01006288,0,0,0.003125023,0,9,2567,1,1.44,1888,1312,1888,184,158,0,0,0,0,,0.002187516,0.997812484,0.181144068,0.180747812,0,0.212887067,1311.111111,0,4497.531191,1,1,0,2,0,2
923,E01005712,-0.2,0,0.435147049,0,7,8695,3,0.3,1940,6486,1940,142,129,0.03539294,4.333333492,1.100000024,0,,0.304602934,0.695397066,0.139690722,0.077712414,0.022021682,0.224726776,6466.666667,0,130195.3922,0,1,0,1,0,1
924,E01005142,0,0,0.354197159,0,8,294,1,0.27,2331,8520,2331,71,60,0.01195609,2.333333254,0.833333313,0,,0.247938011,0.752061989,0.056199056,0.042265174,0.007439145,0.313752277,8633.333333,0,96910.82799,0,1,0,1,0,1
925,E01005572,-0.7,0,0.152077213,0,5,26914,8,0.35,1553,4479,1553,205,152,0.000700089,0.333333343,1,0,,0.106454049,0.893545951,0.229877656,0.061621875,0.000435599,0.136612022,4437.142857,0,52726.53902,0,1,0,1,0,1
926,E01005727,-0.2,0,0.554851682,0,5,9587,3,0.17,1367,7847,1367,80,56,0.002989321,0.333333343,1,0,,0.388396177,0.611603823,0.09948793,0.048677759,0.001859972,0.094262295,8041.176471,0,96709.01481,0,1,0,1,0,1
927,E01005763,-0.1,0,0.185067141,0,9,4013,2,0.3,1766,5796,1766,155,98,0.001498899,0.333333343,1,0,,0.129546999,0.870453001,0.143261608,0.112232247,0.000932623,0.18510929,5886.666667,0,56403.52715,0,1,0,1,0,1
928,E01006016,0,0,0.431404066,0,15,1636,1,0.49,2035,4113,2035,138,134,0.009747679,2.333333015,0.549242377,0,,0.301982846,0.698017154,0.133660934,0.093297624,0.006065059,0.246357013,4153.061224,0,213456.2238,0,1,0,1,0,1
929,E01005791,-0.7,0,0.33690459,0,5,26383,8,0.37,1617,4374,1617,173,166,0.014326585,1.493665099,0.633690894,0,,0.235833213,0.764166787,0.209647495,0.048061696,0.00891408,0.151183971,4370.27027,0,124549.4212,0,1,0,1,0,1
930,E01006296,0,0,0,0,0,1584,1,0.5,1890,3785,1890,120,73,0,0,0,0,,0,1,0.102116402,0.102116402,0,0.213342441,3780,0,0,1,1,0,2,0,2
931,E01004792,-0.9,0,0.229536798,0,9,31074,10,0.64,1498,2348,1498,279,242,0.002003887,0.333333343,1,0,,0.160675759,0.839324241,0.347797063,0.029191451,0.001246829,0.124089253,2340.625,0,146510.3572,0,1,0,1,0,1
932,E01005189,0,0,0.420673305,0,11,66,1,0.37,1840,4909,1840,143,125,0.001537614,0.333333343,1,0,,0.294471314,0.705528687,0.145652174,0.102761787,0.000956712,0.201958106,4972.972973,0,157633.2119,0,1,0,1,0,1
933,E01006391,-0.4,0,0.152307503,0,14,15691,5,0.56,1498,2657,1498,220,204,0.000864143,0.333333343,1,0,,0.106615252,0.893384748,0.283044059,0.151720347,0.000537675,0.124089253,2675,0,85848.6026,0,1,0,1,0,1
934,E01006139,-0.9,0,0.437016422,0,5,32856,10,0.29,1802,6212,1802,170,121,0.004084268,0.333333284,0.99999994,0,,0.305911495,0.694088505,0.161487236,0.011208643,0.002541254,0.193306011,6213.793103,0,126789.7242,0,1,0,1,0,1
935,E01005244,-0.2,0,0.446129289,0,8,7163,3,0.19,3353,17741,3353,81,70,0.004142013,0.333333343,1,0,,0.312290502,0.687709498,0.045034298,0.024776411,0.002577183,0.546448087,17647.36842,0,84333.25748,0,1,0,1,0,1
936,E01005129,0,0,0.466452177,0,9,2128,1,0.43,1996,4638,1996,89,86,0.002031342,0.333333343,1,0,,0.326516524,0.673483476,0.087675351,0.0590479,0.001263912,0.237477231,4641.860465,0,200704.0578,0,1,0,1,0,1
937,E01005877,-0.3,0,0.307281043,0,6,13033,4,0.39,1719,4379,1719,135,129,0.021157881,3.333333254,0.675526202,0,,0.21509673,0.78490327,0.153577661,0.084380526,0.01316455,0.174408015,4407.692308,0,120653.1165,0,1,0,1,0,1
938,E01005107,0,0.078870385,0.281330711,0,12,1780,1,0.72,2140,2960,2140,96,70,0.016172487,3.333333254,0.741666675,57016.32976,,0.220592613,0.779407387,0.077570093,0.060458704,0.01006261,0.270264117,2972.222222,57016.32976,203377.2836,0,0,0,0,0,0
939,E01006344,-0.1,0,0.186055964,0,5,5335,2,0.26,1443,5548,1443,190,151,0.003896809,0.333333343,1,0,,0.130239175,0.869760825,0.236313236,0.184982396,0.002424616,0.111566485,5550,0,48384.25378,0,1,0,1,0,1
940,E01005949,-0.1,0,0.081211714,0,10,5764,2,0.28,1769,6224,1769,178,136,0.003863981,0.333333343,1,0,,0.0568482,0.9431518,0.177501413,0.1506697,0.00240419,0.18579235,6317.857143,0,23082.01729,0,1,0,1,0,1
941,E01005534,-0.3,0,0.264963257,0,9,10608,4,0.29,1448,5000,1448,141,126,0.002120379,0.333333343,1,0,,0.18547428,0.81452572,0.184392265,0.10513457,0.001319311,0.112704918,4993.103448,0,76730.4772,0,1,0,1,0,1
942,E01005911,-0.8,0,0.146061067,0,2,29282,9,0.36,1324,3664,1324,227,221,0.000750658,0.333333313,1,0,,0.102242747,0.897757253,0.33836858,0.060754569,0.000467064,0.084471767,3677.777778,0,52788.72237,1,1,0,2,0,2
943,E01005522,-0.1,0,0.355473813,0,8,5966,2,0.27,1662,6158,1662,195,161,0.000659592,0.333333343,1,0,,0.248831669,0.751168331,0.214199759,0.144810068,0.000410402,0.161429872,6155.555556,0,95922.8952,0,1,0,1,0,1
944,E01005375,-0.7,0,0.355389615,0,7,25571,8,0.46,1507,3246,1507,206,174,0.001125838,0.333333343,1,0,,0.248772731,0.75122727,0.252156603,0.056828075,0.000700503,0.126138434,3276.086957,0,164953.1412,0,1,0,1,0,1
945,E01005919,-0.1,0,0.034348381,0,12,3813,2,0.45,1565,3481,1565,102,75,0.001971035,0.333333373,1.000000119,0,,0.024043867,0.975956133,0.113099042,0.099341733,0.001226389,0.139344262,3477.777778,0,15444.33301,0,1,0,1,0,1
946,E01006079,-0.9,0,0.107498714,0,2,33614,10,0.64,2670,4194,2670,193,184,0.002414421,0.333333284,0.99999994,0,,0.0752491,0.9247509,0.141198502,0.013057344,0.001502266,0.390938069,4171.875,0,68434.34634,0,1,0,1,0,1
947,E01005951,-0.1,0.078712749,0.291177347,1,11,3708,2,1.04,2037,1963,2037,112,110,0.002084246,0.333333343,1,81671.42957,,0.227437968,0.772562032,0.1089838,0.075777071,0.001296829,0.246812386,1958.653846,81671.42957,302122.2166,0,0,0,0,0,0
948,E01004941,-0.2,0,0.207131346,0,4,9670,3,0.5,1926,3860,1926,171,118,0.003592908,0.333333343,1,0,,0.144991942,0.855008058,0.150051921,0.102636481,0.002235527,0.221539162,3852,0,103322.4862,0,1,0,1,0,1
949,E01005078,-0.7,0,0.336025436,0,8,24030,8,0.37,1781,4859,1781,146,114,0.004936998,0.333333343,1,0,,0.235217805,0.764782195,0.145985401,0.033494111,0.003071827,0.18852459,4813.513514,0,123153.3897,0,1,0,1,0,1
950,E01005149,0,0.033707654,0.685785042,1,5,2958,1,0.15,2134,14636,2134,66,75,0.009019397,1.333333373,0.75,4916.28563,,0.490161826,0.509838174,0.066073102,0.03368659,0.005611918,0.268897996,14226.66667,4916.28563,100022.2422,0,0,0,0,0,0
951,E01004825,0,0,0.186869682,0,1,3342,1,0.16,2034,12571,2034,83,89,0.009391531,1.333333373,0.700000048,0,,0.130808777,0.869191223,0.084562439,0.073500929,0.005843462,0.246129326,12712.5,0,30242.11457,0,1,0,1,0,1
952,E01005219,0,0,0.470342809,0,4,3275,1,0.25,2412,9809,2412,55,114,0.003513932,0.333333313,1,0,,0.329239966,0.670760034,0.070066335,0.046997697,0.002186388,0.3321949,9648,0,115611.3439,0,1,0,1,0,1
953,E01034119,-0.1,0,0.59265437,0,15,4962,2,0.46,3227,7067,3227,88,63,0.003391368,0.333333284,0.99999994,0,,0.414858059,0.585141941,0.046792687,0.024642327,0.002110128,0.517759563,7015.217391,0,270624.8987,0,1,0,1,0,1
954,E01006063,-0.7,0,0.10692531,0,6,24115,8,1.27,1375,1079,1375,139,129,0.000889158,0.333333373,1,0,,0.074847717,0.925152283,0.194909091,0.054096177,0.000553239,0.096083789,1082.677165,0,136247.1072,0,1,0,1,0,1
955,E01004804,-0.9,0,0.196509663,0,2,32025,10,0.47,1536,3275,1536,236,217,0.002915422,0.333333343,1,0,,0.137556764,0.862443236,0.294921875,0.025435338,0.001813992,0.132741348,3268.085106,0,92170.53549,0,1,0,1,0,1
956,E01006066,-0.1,0,0.350875517,0,11,6169,2,0.33,1500,4515,1500,167,103,0.002198593,0.333333313,1,0,,0.245612862,0.754387138,0.18,0.122210716,0.001367977,0.124544627,4545.454545,0,116530.0019,0,1,0,1,0,1
957,E01033673,-0.8,0.008451476,0.653226217,0,1,27973,9,0.06,1494,23199,1494,11,33,0.002790276,0.333333343,1,543.7875809,,0.459793795,0.540206205,0.029451138,0.003181937,0.001736125,0.123178506,24900,543.7875809,42030.0887,0,0,0,0,0,0
958,E01006194,-0.7,0.013630529,0.366167235,0,6,24619,8,0.5,2429,4888,2429,112,87,0.004573634,0.333333343,1,6772.421965,,0.260406223,0.739593777,0.081926719,0.018177747,0.00284574,0.336065574,4858,6772.421965,181932.701,0,0,0,0,0,0
959,E01034111,0,0,0.083175442,0,1,649,1,0.3,1531,5119,1531,72,62,0.00256959,0.333333343,1,0,,0.058222809,0.941777191,0.087524494,0.082428572,0.001598813,0.131602914,5103.333333,0,24879.27393,0,1,0,1,0,1
960,E01004960,0,0,0.094417515,0,10,82,1,0.38,1698,4460,1698,42,83,0.000783953,0.333333343,1,0,,0.066092261,0.93390774,0.073616019,0.06875057,0.00048778,0.169626594,4468.421053,0,35941.32139,0,1,0,1,0,1
961,E01006312,-0.8,0,0.423191195,0,11,29678,9,0.51,1343,2623,1343,240,194,0.009492575,1.333333135,0.833333254,0,,0.296233837,0.703766164,0.323157111,0.045485408,0.005906332,0.088797814,2633.333333,0,216744.7507,0,1,0,1,0,1
962,E01005213,0,0,0.500639322,0,7,2812,1,0.26,2482,9684,2482,80,90,0.014780367,3.333333254,1.083333373,0,,0.350447525,0.649552475,0.068493151,0.044489896,0.009196425,0.348132969,9546.153846,0,128275.4966,0,1,0,1,0,1
963,E01006386,0,0,0.711385305,0,5,32,1,0.24,1601,6801,1601,186,153,0.003956037,0.333333373,1,0,,0.497969714,0.502030287,0.211742661,0.106301229,0.002461468,0.147540984,6670.833333,0,167402.6752,0,1,0,1,0,1
964,E01005893,-0.4,0,0.207465624,0,3,13818,5,0.26,2407,9268,2407,150,110,0.004009019,0.333333343,1,0,,0.145225937,0.854774063,0.10801828,0.055398734,0.002494434,0.331056466,9257.692308,0,53839.68717,0,1,0,1,0,1
965,E01004832,-0.1,0,0.2501627,0,5,6717,2,0.16,1765,10782,1765,102,88,0.002633329,0.333333343,1,0,,0.17511389,0.82488611,0.107648725,0.079918144,0.001638472,0.184881603,11031.25,0,40937.98963,0,1,0,1,0,1
966,E01005784,-0.8,0,0.222371686,0,10,29927,9,1.07,1531,1432,1531,191,179,0.002629274,0.333333343,1,0,,0.15566018,0.84433982,0.24167211,0.040810677,0.001635949,0.131602914,1430.841122,0,237808.7861,0,1,0,1,0,1
967,E01006282,-0.2,0,0.227665293,0,12,9009,3,0.71,2044,2880,2044,213,161,0.002409529,0.333333343,1,0,,0.159365705,0.840634295,0.18297456,0.123051752,0.001499222,0.248406193,2878.873239,0,161602.2026,0,1,0,1,0,1
968,E01005800,-0.8,0,0.15390866,0,3,27402,9,0.35,1604,4589,1604,169,153,0.001498899,0.333333343,1,0,,0.107736062,0.892263938,0.20074813,0.035824063,0.000932623,0.148224044,4582.857143,0,53796.01333,0,1,0,1,0,1
969,E01006298,-0.1,0,0.508614583,0,0,3426,2,0.23,1453,6381,1453,154,109,0.004605442,0.333333343,1,0,,0.356030208,0.643969792,0.181004818,0.104905471,0.002865531,0.113843352,6317.391304,0,188.8884338,0,1,0,1,0,1
970,E01006144,0,0.092991541,0.287495738,0,7,3219,1,0.66,1389,2101,1389,129,96,0.001702614,0.333333284,0.99999994,61484.32574,,0.229144479,0.770855521,0.161987041,0.124868605,0.001059376,0.099271403,2104.545455,61484.32574,190086.9836,0,0,0,0,0,0
971,E01006146,-0.6,0.046143769,0.326239777,0,2,21433,7,0.35,1817,5187,1817,137,119,0.004239692,0.333333343,1,16159.07602,,0.242210975,0.757789025,0.14089158,0.042706437,0.00263796,0.196721311,5191.428571,16159.07602,114245.8346,0,0,0,0,0,0
972,E01004844,-0.9,0,0.190790257,0,9,31235,10,0.88,1589,1813,1589,244,180,0.00324962,0.333333343,1,0,,0.13355318,0.86644682,0.266834487,0.023119789,0.002021931,0.144808743,1805.681818,0,167225.2678,0,1,0,1,0,1
973,E01005125,-0.1,0,0.311093668,0,4,4299,2,0.23,1589,6936,1589,84,83,0.002875652,0.333333373,1,0,,0.217765568,0.782234432,0.105097546,0.073989827,0.001789246,0.144808743,6908.695652,0,71275.34593,0,1,0,1,0,1
974,E01004790,-0.5,0,0.37606208,0,9,19473,6,0.53,1470,2749,1470,187,156,0.000981916,0.333333313,0.99999994,0,,0.263243456,0.736756544,0.233333333,0.08595493,0.000610954,0.117714026,2773.584906,0,201090.2139,1,1,0,2,0,2
975,E01005369,-0.1,0.066203122,0.364697705,1,8,5434,2,0.53,2161,4071,2161,111,98,0.002918671,0.333333343,1,35147.39368,,0.27514933,0.72485067,0.096714484,0.063093203,0.001816013,0.275045537,4077.358491,35147.39368,193618.8722,0,0,0,0,0,0
976,E01005089,0,0.205877612,0.502170247,1,4,845,1,0.29,1932,6632,1932,93,79,0.006760204,1.333333254,0.642857075,59946.8411,,0.413282457,0.586717544,0.089026915,0.052233653,0.004206236,0.222905282,6662.068966,59946.8411,146220.4644,0,0,0,0,0,0
977,E01032915,-0.2,0.001056503,0.531689529,0,7,7322,3,0.26,2977,11597,2977,106,100,0.009867324,1.568366647,0.64903605,271.3044286,,0.372499621,0.627500379,0.069197178,0.034737005,0.006139503,0.460837887,11450,271.3044286,136535.0822,0,0,0,0,0,0
978,E01005735,-0.9,0,0.300527039,0,1,30723,10,0.25,1413,5765,1413,200,186,0.005045417,0.333333373,1,0,,0.210368927,0.789631073,0.273177636,0.021570955,0.003139286,0.104735883,5652,0,73673.05787,0,1,0,1,0,1
979,E01004773,-0.5,0,0.321274451,0,5,19972,6,0.27,2077,7802,2077,205,152,0.001153014,0.333333343,1,0,,0.224892116,0.775107884,0.171882523,0.066613749,0.000717412,0.255919854,7692.592593,0,85531.82101,0,1,0,1,0,1
980,E01005510,-0.7,0,0,0,0,24394,8,0.23,1105,4911,1105,137,101,0,0,0,0,,0,1,0.215384615,0.064615385,0,0.034608379,4804.347826,0,0,1,1,0,2,0,2
981,E01005828,0,0,0,0,4,257,1,0.22,1432,6596,1432,113,86,0,0,0,0,,0,1,0.13896648,0.13896648,0,0.109061931,6509.090909,0,0,1,1,0,2,0,2
982,E01006387,-0.2,0,0.317847195,0,3,8104,3,0.19,1326,6878,1326,127,112,0.000864143,0.333333343,1,0,,0.222493037,0.777506964,0.180241327,0.11211111,0.000537675,0.08492714,6978.947368,0,61253.03923,0,1,0,1,0,1
983,E01004795,-0.1,0,0.175616853,0,6,3701,2,0.41,1489,3641,1489,211,152,0.002086719,0.333333284,0.99999994,0,,0.122931797,0.877068203,0.243787777,0.192436657,0.001298368,0.122040073,3631.707317,0,71829.91781,0,1,0,1,0,1
984,E01004948,-0.1,0,0.193456919,0,13,3743,2,0.95,1908,2007,1908,195,142,0.019322949,4.333333015,0.702020168,0,,0.135419843,0.864580157,0.176624738,0.137435619,0.012022845,0.217440801,2008.421053,0,183908.3052,0,1,0,1,0,1
985,E01005935,0,0,0.059404454,0,9,507,1,0.27,1474,5409,1474,117,109,0.000960023,0.333333373,1,0,,0.041583118,0.958416882,0.153324288,0.146948586,0.000597332,0.118624772,5459.259259,0,16185.48351,0,1,0,1,0,1
986,E01005136,-0.1,0,0.407542241,0,8,4060,2,0.35,1600,4596,1600,133,148,0.00261291,0.333333343,1,0,,0.285279569,0.714720431,0.175625,0.112970498,0.001625767,0.147313297,4571.428571,0,141872.7379,0,1,0,1,0,1
987,E01005964,-0.4,0,0.487112267,0,8,14634,5,0.26,1526,5919,1526,161,127,0.002235722,0.333333343,1,0,,0.340978587,0.659021413,0.188728702,0.074625754,0.001391079,0.130464481,5869.230769,0,125564.1233,0,1,0,1,0,1
988,E01005317,-0.1,0.057528209,0.323902149,2,31,4873,2,1.96,2027,1032,2027,138,120,0.00281334,0.333333313,1,112959.7678,,0.243989967,0.756010033,0.127281697,0.086603616,0.001750476,0.244535519,1034.183673,112959.7678,635999.4903,0,0,0,0,0,0
989,E01005830,-0.6,0,0.138350448,0,2,22723,7,0.3,1611,5334,1611,195,136,0,0,0,0,,0.096845314,0.903154686,0.205462446,0.074225748,0,0.149817851,5370,0,41802.72081,1,1,0,2,0,2
990,E01005704,0,0,0.407778074,0,8,3322,1,0.23,1368,5966,1368,135,99,0.004375383,0.333333343,1,0,,0.285444652,0.714555348,0.171052632,0.122226573,0.002722387,0.094489982,5947.826087,0,93441.78453,0,1,0,1,0,1
991,E01006165,-0.3,0.048707481,0.192674027,1,5,11700,4,0.84,2225,2659,2225,136,127,0.003662273,0.333333373,1,40755.96907,,0.149484063,0.850515937,0.118202247,0.070373027,0.002278686,0.289617486,2648.809524,40755.96907,161219.9306,0,0,0,0,0,0
992,E01005230,0,0,0.244224249,0,1,3042,1,0.2,2353,11706,2353,47,67,0.020699451,4.333333492,1.183333397,0,,0.170956974,0.829043026,0.048448789,0.04016613,0.012879312,0.318761384,11765,0,49088.4112,0,1,0,1,0,1
993,E01006308,0,0,0.25134745,0,15,3372,1,1.03,1738,1689,1738,123,104,0.004448317,0.333333284,0.99999994,0,,0.175943215,0.824056785,0.130609896,0.107629971,0.002767767,0.178734062,1687.378641,0,258732.792,0,1,0,1,0,1
994,E01005578,0,0,0.257352524,0,5,1256,1,0.37,1648,4482,1648,86,74,0.010148644,2.333333015,0.783333302,0,,0.180146767,0.819853233,0.097087379,0.079597401,0.006314542,0.158242259,4454.054054,0,94634.13407,0,1,0,1,0,1
995,E01006073,-0.2,0,0.005702991,0,6,7513,3,13.67,2113,155,2113,139,105,0.001017449,0.333333284,0.99999994,0,,0.003992094,0.996007906,0.115475627,0.09201171,0.000633062,0.264116576,154.5720556,0,77887.4133,1,1,0,2,0,2
996,E01005104,-0.1,0,0.204581743,0,14,3783,2,0.53,2074,3902,2074,90,87,0.001196595,0.333333343,1,0,,0.14320722,0.85679278,0.085342334,0.065808626,0.000744528,0.255236794,3913.207547,0,108730.1889,0,1,0,1,0,1
997,E01005468,-0.8,0,0.1414789,0,17,28547,9,1.97,2322,1176,2322,182,174,0.000903512,0.333333343,1,0,,0.09903523,0.90096477,0.153316107,0.027626482,0.00056217,0.311703097,1178.680203,0,279420.2166,0,1,0,1,0,1
998,E01033980,0,0,0.127440983,0,8,3059,1,0.65,1712,2619,1712,32,24,0.001304429,0.333333343,1,0,,0.089208688,0.910791312,0.03271028,0.029792239,0.000811623,0.172814208,2633.846154,0,83293.17466,0,1,0,1,0,1
999,E01004916,-0.2,0,0.078798124,0,10,8521,3,0.43,1502,3479,1502,181,128,0.001863166,0.333333373,1,0,,0.055158687,0.944841313,0.205725699,0.155502512,0.001159272,0.125,3493.023256,0,34004.78514,0,1,0,1,0,1
1000,E01006100,-0.8,0.045155845,0.312644894,0,4,30258,9,0.27,1517,5534,1517,164,127,0.004644226,0.333333343,1,12372.70788,,0.232398179,0.767601821,0.191825972,0.029449193,0.002889663,0.128415301,5618.518519,12372.70788,85664.74442,0,0,0,0,0,0
1001,E01006208,-0.5,0,0.124424439,0,3,18082,6,0.44,1577,3587,1577,155,133,0.00207409,0.333333343,1,0,,0.087097107,0.912902893,0.182625238,0.083359554,0.00129051,0.142076503,3584.090909,0,54710.62718,0,1,0,1,0,1
1002,E01006400,-0.9,0,0.074813403,0,1,31683,10,0.57,2215,3890,2215,154,137,0.026879067,3.333333254,1.25,0,,0.052369382,0.947630618,0.131376975,0.012449684,0.016724303,0.287340619,3885.964912,0,42599.35307,0,1,0,1,0,1
1003,E01005014,-0.5,0,0.328110803,0,14,17820,6,0.6,1549,2586,1549,250,201,0.002975298,0.333333343,1,0,,0.229677562,0.770322438,0.291155584,0.11214184,0.001851247,0.135701275,2581.666667,0,196564.4536,0,1,0,1,0,1
1004,E01006198,-0.4,0,0.36420371,0,8,16827,5,0.3,1450,4845,1450,191,132,0.008217858,1.333333254,0.833333254,0,,0.254942597,0.745057403,0.222758621,0.099580776,0.005113196,0.113160291,4833.333333,0,109020.9435,0,1,0,1,0,1
1005,E01005781,-0.1,0,0.234520921,0,5,5226,2,0.46,1723,3740,1723,180,120,0.001922039,0.333333343,1,0,,0.164164645,0.835835355,0.174114916,0.130978262,0.001195903,0.175318761,3745.652174,0,108004.0732,0,1,0,1,0,1
1006,E01006174,-0.8,0,0.517656637,0,6,27548,9,0.29,1851,6427,1851,190,147,0.002273919,0.333333343,1,0,,0.362359646,0.637640354,0.182063749,0.023218239,0.001414845,0.204462659,6382.758621,0,149069.7759,0,1,0,1,0,1
1007,E01005299,-0.4,0.003095282,0.020626178,0,4,13816,5,0.24,1528,6486,1528,125,87,0,0,0,729.4736284,,0.015366909,0.984633091,0.138743455,0.081966838,0,0.130919854,6366.666667,729.4736284,4861.028112,1,1,0,2,0,2
